,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
178,Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,42422400000000000,57,68,Partner,2,4,1
179,Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,56851200000000000,43,80,Partner,1,3,1
180,Postgraduate,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,35251200000000000,32,1282,Partner,0,2,0
181,Graduate,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,34128000000000000,33,91,Partner,1,3,1
182,Graduate,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,42854400000000000,48,315,Partner,2,4,1
183,Graduate,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,15724800000000000,44,31,Partner,2,4,1
184,Postgraduate,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,4060800000000000,41,834,Partner,0,2,0
185,Graduate,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,24451200000000000,67,1600,Partner,0,2,0
186,Graduate,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,45619200000000000,67,1270,Partner,0,2,0
187,Postgraduate,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,7776000000000000,48,263,Alone,2,3,1
188,Graduate,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,0,69,535,Alone,1,2,1
189,Graduate,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,17452800000000000,53,1295,Alone,0,1,0
190,Graduate,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,22291200000000000,43,1150,Alone,1,2,1
191,Postgraduate,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,52185600000000000,44,1240,Partner,0,2,0
192,Postgraduate,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,29980800000000000,56,38,Alone,2,3,1
193,Postgraduate,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,51494400000000000,37,35,Alone,0,1,0
194,Graduate,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,17539200000000000,33,53,Partner,1,3,1
195,Postgraduate,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,35596800000000000,58,293,Alone,2,3,1
196,Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1814400000000000,55,65,Partner,1,3,1
197,Graduate,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,56764800000000000,67,1804,Alone,1,2,1
198,Graduate,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,39312000000000000,65,241,Partner,1,3,1
199,Graduate,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,8899200000000000,67,1101,Partner,0,2,0
200,Postgraduate,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,54604800000000000,53,264,Partner,2,4,1
201,Postgraduate,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,45273600000000000,47,541,Partner,2,4,1
202,Graduate,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,36374400000000000,36,1198,Partner,0,2,0
203,Graduate,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,7689600000000000,44,482,Partner,1,3,1
204,Undergraduate,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,4147200000000000,43,17,Alone,3,4,1
205,Postgraduate,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,19526400000000000,73,1615,Partner,0,2,0
206,Postgraduate,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,26092800000000000,67,285,Alone,1,2,1
207,Graduate,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,51148800000000000,41,1135,Partner,1,3,1
208,Undergraduate,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,6825600000000000,33,114,Partner,1,3,1
209,Graduate,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,19612800000000000,52,1047,Partner,0,2,0
210,Postgraduate,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,6566400000000000,51,714,Partner,2,4,1
211,Postgraduate,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,46656000000000000,41,185,Partner,1,3,1
212,Graduate,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,56937600000000000,59,1245,Alone,1,2,1
213,Graduate,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,39744000000000000,43,189,Partner,1,3,1
214,Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,52876800000000000,45,576,Partner,1,3,1
215,Graduate,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,48988800000000000,69,1103,Alone,1,2,1
216,Postgraduate,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,59616000000000000,49,1753,Partner,0,2,0
217,Postgraduate,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,11491200000000000,35,17,Partner,1,3,1
218,Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,40262400000000000,55,433,Alone,2,3,1
219,Undergraduate,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,46656000000000000,59,1588,Alone,1,2,1
220,Graduate,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,35424000000000000,50,22,Partner,1,3,1
221,Graduate,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,6393600000000000,70,19,Alone,0,1,0
222,Postgraduate,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,40003200000000000,56,1117,Partner,1,3,1
223,Undergraduate,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,17452800000000000,46,69,Partner,1,3,1
224,Postgraduate,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,17884800000000000,39,23,Partner,1,3,1
225,Postgraduate,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,23155200000000000,63,605,Alone,1,2,1
226,Graduate,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,15984000000000000,48,57,Alone,1,2,1
227,Graduate,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,21081600000000000,53,2088,Alone,0,1,0
228,Graduate,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,47779200000000000,63,1009,Partner,1,3,1
229,Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,28771200000000000,50,26,Alone,1,2,1
230,Graduate,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,18403200000000000,31,1627,Partner,0,2,0
231,Graduate,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,58838400000000000,63,1102,Partner,1,3,1
232,Postgraduate,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2073600000000000,57,17,Partner,2,4,1
233,Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,34992000000000000,49,1690,Partner,1,3,1
234,Graduate,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,46310400000000000,68,1390,Partner,1,3,1
235,Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,57628800000000000,33,2126,Partner,0,2,0
236,Postgraduate,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,52531200000000000,52,1531,Partner,1,3,1
237,Postgraduate,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,24710400000000000,46,64,Alone,1,2,1
238,Graduate,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,21168000000000000,36,26,Alone,1,2,1
239,Graduate,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,38880000000000000,47,1112,Alone,0,1,0
240,Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,55728000000000000,63,210,Partner,0,2,0
241,Graduate,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,57801600000000000,54,1148,Partner,2,4,1
242,Postgraduate,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,53913600000000000,47,33,Alone,1,2,1
243,Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53654400000000000,60,1101,Partner,1,3,1
244,Graduate,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,53136000000000000,57,322,Alone,1,2,1
245,Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,33696000000000000,57,44,Alone,2,3,1
246,Postgraduate,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,17539200000000000,64,17,Alone,3,4,1
247,Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,54172800000000000,42,31,Alone,1,2,1
248,Postgraduate,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,34819200000000000,53,845,Alone,2,3,1
249,Postgraduate,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,1036800000000000,51,275,Partner,1,3,1
250,Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,50371200000000000,43,25,Partner,1,3,1
251,Postgraduate,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,44150400000000000,69,275,Partner,2,4,1
252,Postgraduate,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,40780800000000000,55,90,Partner,2,4,1
253,Graduate,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,259200000000000,58,1495,Partner,0,2,0
254,Postgraduate,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,53740800000000000,51,184,Partner,2,4,1
255,Graduate,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,32400000000000000,51,981,Partner,0,2,0
256,Graduate,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,23155200000000000,51,67,Partner,1,3,1
257,Graduate,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,55728000000000000,68,1635,Alone,0,1,0
258,Postgraduate,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,8726400000000000,38,60,Alone,1,2,1
259,Postgraduate,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,12528000000000000,46,231,Partner,1,3,1
260,Graduate,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,7257600000000000,61,48,Partner,2,4,1
261,Graduate,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,43891200000000000,58,99,Alone,2,3,1
262,Postgraduate,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,24710400000000000,58,770,Partner,1,3,1
263,Graduate,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,45619200000000000,65,957,Alone,0,1,0
264,Postgraduate,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,5184000000000000,40,818,Partner,0,2,0
265,Postgraduate,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,39139200000000000,35,925,Alone,0,1,0
266,Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,37497600000000000,53,908,Alone,1,2,1
267,Undergraduate,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,43459200000000000,40,102,Partner,1,3,1
268,Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,52876800000000000,45,576,Partner,1,3,1
269,Graduate,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,57628800000000000,75,317,Partner,0,2,0
270,Postgraduate,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,10368000000000000,47,461,Partner,1,3,1
271,Postgraduate,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,6307200000000000,46,37,Partner,2,4,1
272,Graduate,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,30412800000000000,47,70,Partner,1,3,1
273,Graduate,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,44582400000000000,69,930,Partner,0,2,0
274,Postgraduate,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,46396800000000000,65,859,Partner,2,4,1
275,Graduate,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,4147200000000000,55,1478,Alone,0,1,0
276,Postgraduate,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,32918400000000000,72,390,Alone,0,1,0
277,Undergraduate,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,31104000000000000,37,52,Partner,0,2,0
278,Graduate,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,15897600000000000,52,137,Partner,1,3,1
279,Graduate,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,52358400000000000,41,1919,Partner,0,2,0
280,Graduate,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,14256000000000000,50,68,Partner,2,4,1
281,Graduate,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,40953600000000000,56,25,Partner,2,4,1
282,Postgraduate,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,58320000000000000,69,1374,Partner,1,3,1
283,Undergraduate,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,41385600000000000,33,32,Alone,1,2,1
284,Postgraduate,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,45964800000000000,35,100,Partner,1,3,1
285,Graduate,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,46051200000000000,39,825,Alone,0,1,0
286,Postgraduate,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,8985600000000000,56,916,Alone,1,2,1
287,Graduate,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,6393600000000000,63,62,Alone,2,3,1
288,Undergraduate,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,22464000000000000,65,728,Partner,1,3,1
289,Postgraduate,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,10368000000000000,43,90,Partner,1,3,1
290,Graduate,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,6652800000000000,33,273,Alone,1,2,1
291,Graduate,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,15897600000000000,37,66,Partner,1,3,1
292,Postgraduate,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,39571200000000000,60,1213,Partner,0,2,0
293,Graduate,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,56073600000000000,55,107,Alone,0,1,0
294,Graduate,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,10022400000000000,74,1157,Alone,0,1,0
295,Postgraduate,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,25228800000000000,57,546,Partner,1,3,1
296,Postgraduate,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,36979200000000000,29,241,Partner,0,2,0
297,Graduate,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,13996800000000000,45,53,Alone,1,2,1
298,Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,21081600000000000,54,37,Partner,3,5,1
299,Postgraduate,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,43891200000000000,45,1508,Alone,0,1,0
300,Graduate,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,16761600000000000,55,235,Partner,2,4,1
301,Postgraduate,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,9504000000000000,65,32,Partner,2,4,1
302,Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,28944000000000000,49,102,Partner,2,4,1
303,Graduate,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,59097600000000000,36,401,Alone,1,2,1
304,Graduate,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,30067200000000000,70,28,Partner,2,4,1
305,Graduate,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,45619200000000000,50,680,Partner,1,3,1
306,Graduate,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,31363200000000000,47,30,Partner,1,3,1
307,Postgraduate,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,12096000000000000,56,20,Alone,2,3,1
308,Postgraduate,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,43804800000000000,60,1307,Alone,1,2,1
309,Graduate,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,46137600000000000,68,630,Alone,1,2,1
310,Graduate,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,31017600000000000,64,1283,Partner,0,2,0
311,Postgraduate,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,31276800000000000,45,65,Alone,1,2,1
312,Graduate,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,20217600000000000,37,37,Partner,1,3,1
313,Postgraduate,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,35942400000000000,71,38,Partner,3,5,1
314,Postgraduate,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,43286400000000000,35,160,Alone,1,2,1
315,Graduate,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,37929600000000000,38,23,Alone,1,2,1
316,Postgraduate,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25142400000000000,32,71,Alone,0,1,0
317,Postgraduate,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,39052800000000000,65,1161,Partner,1,3,1
318,Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,46224000000000000,50,59,Partner,1,3,1
319,Graduate,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,31449600000000000,38,33,Partner,1,3,1
320,Graduate,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,56592000000000000,61,946,Alone,2,3,1
321,Graduate,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,49248000000000000,53,1442,Alone,0,1,0
322,Graduate,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,51321600000000000,49,62,Partner,1,3,1
323,Graduate,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,41731200000000000,56,1674,Partner,0,2,0
324,Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,59443200000000000,33,1538,Alone,0,1,0
325,Graduate,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,17625600000000000,35,139,Alone,0,1,0
326,Postgraduate,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,50371200000000000,52,1182,Partner,1,3,1
327,Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,32918400000000000,71,507,Partner,1,3,1
328,Undergraduate,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,27475200000000000,48,18,Partner,1,3,1
329,Graduate,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,19958400000000000,69,940,Alone,0,1,0
330,Graduate,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,32054400000000000,56,42,Partner,2,4,1
331,Graduate,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,1123200000000000,51,1190,Alone,0,1,0
332,Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,47606400000000000,50,44,Alone,2,3,1
333,Postgraduate,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,15292800000000000,45,16,Partner,1,3,1
334,Graduate,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,16761600000000000,64,835,Partner,1,3,1
335,Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,46224000000000000,35,1443,Partner,1,3,1
336,Postgraduate,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,21081600000000000,55,1029,Alone,0,1,0
337,Graduate,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,52704000000000000,47,1188,Partner,0,2,0
338,Postgraduate,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,47865600000000000,45,1277,Alone,1,2,1
339,Graduate,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,18316800000000000,43,49,Alone,2,3,1
340,Graduate,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,35769600000000000,66,99,Partner,1,3,1
341,Postgraduate,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,48729600000000000,52,1670,Partner,0,2,0
342,Postgraduate,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,27043200000000000,78,900,Partner,0,2,0
343,Postgraduate,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,22809600000000000,73,425,Partner,2,4,1
344,Graduate,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,55209600000000000,64,2153,Partner,0,2,0
345,Postgraduate,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,8553600000000000,52,636,Alone,1,2,1
346,Graduate,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,10800000000000000,43,57,Partner,2,4,1
347,Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,50371200000000000,43,25,Partner,1,3,1
348,Graduate,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,47347200000000000,54,494,Partner,2,4,1
349,Graduate,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,58492800000000000,52,693,Alone,1,2,1
350,Graduate,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,35251200000000000,61,1348,Partner,0,2,0
351,Graduate,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,40608000000000000,45,51,Alone,1,2,1
352,Graduate,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,50889600000000000,59,1932,Partner,0,2,0
353,Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,49680000000000000,46,990,Alone,1,2,1
354,Undergraduate,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,5875200000000000,37,30,Partner,1,3,1
355,Graduate,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,52617600000000000,46,254,Partner,2,4,1
356,Postgraduate,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,26265600000000000,51,29,Alone,1,2,1
357,Graduate,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,51408000000000000,55,1371,Alone,1,2,1
358,Postgraduate,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,32140800000000000,49,73,Alone,2,3,1
